State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Uttar Pradesh,2019,2,Peer-to-peer payments,"27,105,049","87,581,482,659","3,231"
Uttar Pradesh,2019,2,Recharge & bill payments,"17,551,537","5,627,886,176",321
Uttar Pradesh,2019,2,Merchant payments,"12,733,089","4,894,223,107",384
Uttar Pradesh,2019,2,Financial Services,"264,091","38,169,260",145
Uttar Pradesh,2019,2,Others,"1,229,734","775,758,168",631
Uttar Pradesh,2019,3,Peer-to-peer payments,"26,990,786","95,134,023,864","3,525"
Uttar Pradesh,2019,3,Recharge & bill payments,"20,359,672","8,000,160,943",393
Uttar Pradesh,2019,3,Merchant payments,"19,625,935","7,399,443,975",377
Uttar Pradesh,2019,3,Financial Services,"258,548","51,363,215",199
Uttar Pradesh,2019,3,Others,"1,389,018","683,145,478",492
Uttar Pradesh,2019,4,Peer-to-peer payments,"40,540,310","126,564,888,408","3,122"
Uttar Pradesh,2019,4,Recharge & bill payments,"24,299,776","9,082,140,370",374
Uttar Pradesh,2019,4,Merchant payments,"20,582,052","9,412,924,985",457
Uttar Pradesh,2019,4,Financial Services,"242,936","45,686,807",188
Uttar Pradesh,2019,4,Others,"1,239,931","433,285,938",349
Uttar Pradesh,2020,1,Peer-to-peer payments,"39,581,157","147,734,706,847","3,732"
Uttar Pradesh,2020,1,Recharge & bill payments,"29,777,603","11,168,417,431",375
Uttar Pradesh,2020,1,Merchant payments,"26,741,638","13,072,371,617",489
Uttar Pradesh,2020,1,Financial Services,"139,990","64,365,117",460
Uttar Pradesh,2020,1,Others,"998,744","376,573,949",377
Uttar Pradesh,2020,2,Recharge & bill payments,"42,229,417","14,668,026,056",347
Uttar Pradesh,2020,2,Peer-to-peer payments,"39,434,202","150,079,524,409","3,806"
Uttar Pradesh,2020,2,Merchant payments,"18,625,913","13,655,151,083",733
Uttar Pradesh,2020,2,Financial Services,"150,360","131,930,243",877
Uttar Pradesh,2020,2,Others,"412,073","209,384,340",508
Uttar Pradesh,2020,3,Peer-to-peer payments,"54,449,911","207,530,912,757","3,811"
Uttar Pradesh,2020,3,Recharge & bill payments,"37,465,163","16,437,365,641",439
Uttar Pradesh,2020,3,Merchant payments,"34,697,942","24,224,433,241",698
Uttar Pradesh,2020,3,Financial Services,"206,210","194,129,228",941
Uttar Pradesh,2020,3,Others,"586,033","303,114,557",517
Uttar Pradesh,2020,4,Peer-to-peer payments,"75,433,782","294,401,153,347","3,903"
Uttar Pradesh,2020,4,Merchant payments,"61,922,138","44,438,824,681",718
Uttar Pradesh,2020,4,Recharge & bill payments,"39,570,153","17,793,973,969",450
Uttar Pradesh,2020,4,Financial Services,"246,868","255,803,306","1,036"
Uttar Pradesh,2020,4,Others,"994,576","539,071,476",542
Uttar Pradesh,2021,1,Peer-to-peer payments,"85,539,321","321,609,613,379","3,760"
Uttar Pradesh,2021,1,Merchant payments,"78,873,969","55,362,244,381",702
Uttar Pradesh,2021,1,Recharge & bill payments,"38,981,894","18,563,189,222",476
Uttar Pradesh,2021,1,Financial Services,"250,656","266,104,784","1,062"
Uttar Pradesh,2021,1,Others,"853,707","486,435,811",570
Uttar Pradesh,2021,2,Peer-to-peer payments,"102,927,942","388,761,820,128","3,777"
Uttar Pradesh,2021,2,Merchant payments,"84,860,582","70,351,401,160",829
Uttar Pradesh,2021,2,Recharge & bill payments,"53,030,710","22,266,927,129",420
Uttar Pradesh,2021,2,Financial Services,"270,944","266,853,067",985
Uttar Pradesh,2021,2,Others,"858,953","525,487,683",612
West Bengal,2018,1,Recharge & bill payments,"5,773,831","964,309,486",167
West Bengal,2018,1,Peer-to-peer payments,"4,383,075","8,874,266,826","2,025"
West Bengal,2018,1,Financial Services,"665,171","119,502,272",180
West Bengal,2018,1,Merchant payments,"443,378","366,788,700",827
West Bengal,2018,1,Others,"444,770","301,111,269",677
West Bengal,2018,2,Peer-to-peer payments,"8,284,944","15,889,890,047","1,918"
West Bengal,2018,2,Recharge & bill payments,"7,360,522","1,563,841,174",212
West Bengal,2018,2,Financial Services,"1,121,570","160,809,686",143
West Bengal,2018,2,Merchant payments,"937,608","715,914,361",764
West Bengal,2018,2,Others,"377,802","298,728,203",791
West Bengal,2018,3,Peer-to-peer payments,"41,882,429","38,439,798,815",918
West Bengal,2018,3,Recharge & bill payments,"7,596,315","1,992,473,341",262
West Bengal,2018,3,Merchant payments,"2,252,265","979,603,555",435
West Bengal,2018,3,Financial Services,"1,619,524","185,187,033",114
West Bengal,2018,3,Others,"354,883","246,871,439",696
West Bengal,2018,4,Peer-to-peer payments,"17,154,995","35,303,180,047","2,058"
West Bengal,2018,4,Recharge & bill payments,"9,425,082","2,467,741,143",262
West Bengal,2018,4,Merchant payments,"8,633,569","2,294,203,497",266
West Bengal,2018,4,Financial Services,"734,796","93,755,617",128
West Bengal,2018,4,Others,"565,106","330,738,908",585
West Bengal,2019,1,Peer-to-peer payments,"27,374,206","44,170,923,882","1,614"
West Bengal,2019,1,Recharge & bill payments,"11,659,948","3,021,107,712",259
West Bengal,2019,1,Merchant payments,"7,636,726","2,645,438,308",346
West Bengal,2019,1,Financial Services,"525,650","47,986,448",91
West Bengal,2019,1,Others,"429,858","279,216,273",650
West Bengal,2019,2,Peer-to-peer payments,"20,285,958","48,394,974,398","2,386"
West Bengal,2019,2,Merchant payments,"13,646,142","4,657,258,459",341
West Bengal,2019,2,Recharge & bill payments,"12,129,638","3,676,123,279",303
West Bengal,2019,2,Financial Services,"421,037","45,646,047",108
West Bengal,2019,2,Others,"540,760","331,688,935",613
West Bengal,2019,3,Merchant payments,"30,804,036","8,273,187,167",269
West Bengal,2019,3,Peer-to-peer payments,"21,522,913","57,058,405,341","2,651"
West Bengal,2019,3,Recharge & bill payments,"13,011,501","4,832,486,822",371
West Bengal,2019,3,Financial Services,"558,653","57,054,415",102
West Bengal,2019,3,Others,"547,726","319,398,872",583
West Bengal,2019,4,Peer-to-peer payments,"67,037,576","76,593,333,398","1,143"
West Bengal,2019,4,Recharge & bill payments,"14,511,711","4,859,794,690",335
West Bengal,2019,4,Merchant payments,"14,187,744","6,477,138,701",457
West Bengal,2019,4,Financial Services,"653,648","77,047,244",118
West Bengal,2019,4,Others,"415,159","196,296,222",473
West Bengal,2020,1,Peer-to-peer payments,"28,457,404","82,770,282,624","2,909"
West Bengal,2020,1,Merchant payments,"19,779,392","8,097,859,089",409
West Bengal,2020,1,Recharge & bill payments,"17,448,908","5,550,815,440",318
West Bengal,2020,1,Financial Services,"210,068","58,280,894",277
West Bengal,2020,1,Others,"354,609","176,067,145",497
West Bengal,2020,2,Peer-to-peer payments,"24,855,687","84,984,004,331","3,419"
West Bengal,2020,2,Recharge & bill payments,"22,220,012","7,496,845,562",337
West Bengal,2020,2,Merchant payments,"10,225,729","7,404,190,138",724
West Bengal,2020,2,Financial Services,"130,595","89,987,205",689
West Bengal,2020,2,Others,"244,774","124,404,642",508
West Bengal,2020,3,Peer-to-peer payments,"37,556,349","133,120,676,152","3,545"
West Bengal,2020,3,Recharge & bill payments,"22,284,079","8,768,630,923",393
West Bengal,2020,3,Merchant payments,"19,599,024","14,614,394,375",746
West Bengal,2020,3,Financial Services,"151,996","125,973,421",829
West Bengal,2020,3,Others,"363,056","183,680,984",506
West Bengal,2020,4,Peer-to-peer payments,"46,437,233","166,391,874,596","3,583"
West Bengal,2020,4,Merchant payments,"30,077,510","22,241,302,941",739
West Bengal,2020,4,Recharge & bill payments,"23,158,305","10,074,605,883",435
West Bengal,2020,4,Financial Services,"178,455","164,241,192",920
West Bengal,2020,4,Others,"489,142","293,466,754",600
West Bengal,2021,1,Peer-to-peer payments,"53,869,075","202,240,249,483","3,754"
West Bengal,2021,1,Merchant payments,"37,143,701","28,918,343,691",779
West Bengal,2021,1,Recharge & bill payments,"26,673,733","11,339,665,945",425
West Bengal,2021,1,Financial Services,"166,727","175,445,812","1,052"
West Bengal,2021,1,Others,"400,816","263,502,545",657
West Bengal,2021,2,Peer-to-peer payments,"64,661,051","230,812,278,789","3,570"
West Bengal,2021,2,Merchant payments,"41,696,787","34,787,867,208",834
West Bengal,2021,2,Recharge & bill payments,"34,799,709","13,331,453,858",383
West Bengal,2021,2,Financial Services,"190,537","186,466,488",979
West Bengal,2021,2,Others,"549,353","316,744,716",577
